Frame,Estado,Angulo_Joelho_Esquerdo,Angulo_Joelho_Direito,Angulo_Tornozelo_Esquerdo,Angulo_Tornozelo_Direito,Distancia_Pes_Px,Distancia_Ombros_Px,Ombro_Esquerdo_Y_Px,Ombro_Direito_Y_Px,Quadril_Esquerdo_Y_Px,Quadril_Direito_Y_Px
380,1,147.51,146.51,157.51,162.13,61.00,47.00,186,187,243,243
381,1,150.74,148.98,156.98,161.19,61.00,47.00,182,183,239,240
382,1,152.70,150.60,156.98,160.83,61.00,46.00,179,181,237,237
383,1,155.26,152.05,156.93,160.84,61.00,46.00,175,179,234,235
384,1,156.10,153.22,156.87,160.48,61.00,46.00,172,175,233,234
385,1,158.05,155.14,156.41,160.46,62.00,46.00,169,172,230,231
386,1,160.21,156.69,155.58,160.39,62.00,46.00,166,168,228,228
387,1,161.49,157.73,155.24,160.30,62.00,46.00,164,165,226,226
388,0,163.34,159.57,154.24,160.45,62.00,46.00,161,162,224,224
389,0,165.15,161.93,153.99,159.99,62.00,46.00,158,159,222,222
390,0,167.68,164.43,153.64,159.64,62.00,46.00,154,156,219,220
391,0,169.52,165.78,154.77,158.94,62.00,45.00,152,154,218,219
392,0,171.32,167.38,155.87,159.00,61.00,45.00,149,152,217,217
393,0,172.73,168.48,155.64,158.81,61.00,45.00,149,151,216,216
394,0,173.77,169.88,155.18,158.19,61.00,45.00,147,149,215,215
395,0,174.71,172.09,155.07,157.41,61.00,45.00,146,147,214,214
396,0,175.57,173.26,154.82,157.26,61.00,45.00,146,147,214,214
397,0,176.43,174.31,154.59,157.02,61.00,47.00,145,146,214,214
398,0,177.43,175.37,154.53,157.13,61.00,47.00,145,146,214,214
399,0,177.69,175.89,155.10,157.44,61.00,47.00,145,146,215,214
400,0,177.77,176.22,155.46,157.64,61.00,47.00,145,146,215,214
401,0,177.82,176.39,155.96,157.91,61.00,47.00,145,146,215,214
402,0,177.82,176.47,156.26,158.17,61.00,47.00,145,146,215,214
403,0,177.78,176.47,156.49,158.47,61.00,47.00,145,146,215,214
404,0,177.74,176.45,156.71,158.75,61.00,47.00,145,146,215,214
405,0,177.67,176.40,156.85,158.91,61.00,47.00,145,146,215,214
406,0,177.62,176.37,156.95,159.07,61.00,47.00,145,146,215,214
407,0,177.61,176.32,157.00,159.35,61.00,47.00,145,146,215,214
408,0,177.68,176.29,156.99,159.55,61.00,47.00,145,146,215,214
409,0,177.65,176.30,156.96,159.59,61.00,47.00,145,146,215,214
410,0,177.15,176.20,157.14,159.52,61.00,47.00,145,146,215,214
411,0,176.67,176.07,157.31,159.41,61.00,47.00,145,146,215,215
412,0,175.98,175.57,157.49,159.58,61.00,47.00,145,147,215,215
413,0,175.04,174.82,157.72,159.85,61.00,48.00,145,147,215,216
414,0,174.33,174.30,157.61,159.71,61.00,48.00,146,148,215,216
415,0,173.40,172.95,157.75,160.06,61.00,48.00,147,149,217,218
416,0,172.23,171.43,157.83,160.29,61.00,48.00,149,150,218,219
417,0,170.86,169.54,158.05,160.69,61.00,48.00,151,152,219,220
418,0,169.22,167.93,158.07,160.55,61.00,47.00,152,154,220,222
419,0,167.06,166.25,158.52,160.26,61.00,48.00,155,157,222,223
420,0,164.95,164.97,158.53,160.17,61.00,47.00,157,159,223,225
421,1,162.94,162.89,158.69,159.65,61.00,47.00,159,161,225,226
422,1,161.11,161.74,159.13,159.79,61.00,47.00,162,163,226,227
423,1,159.18,159.88,159.44,159.88,61.00,47.00,165,166,229,229
424,1,157.23,158.52,159.43,159.91,62.00,47.00,168,170,231,231
425,1,156.17,157.05,159.56,159.74,62.00,47.00,171,173,233,233
426,1,154.39,155.72,159.81,159.84,62.00,47.00,175,176,235,235
427,1,153.69,154.18,160.04,160.36,62.00,47.00,176,177,236,237
428,1,153.45,152.64,159.74,160.85,62.00,47.00,180,181,238,238
429,1,151.99,150.73,159.72,161.10,62.00,47.00,183,184,240,240
430,1,150.92,148.72,159.17,161.96,63.00,47.00,186,187,242,242
431,1,148.93,146.38,159.30,162.68,63.00,47.00,190,191,244,245
432,1,146.79,143.85,159.47,163.73,63.00,48.00,193,193,246,247
433,1,145.06,141.20,159.44,163.93,63.00,48.00,196,195,248,249
434,1,142.72,139.14,159.45,164.18,63.00,48.00,198,198,250,250
435,1,139.60,136.22,159.16,163.74,62.00,48.00,200,201,253,253
436,1,137.00,132.83,159.10,162.38,62.00,48.00,202,202,254,255
437,1,133.49,128.92,158.13,161.82,62.00,48.00,204,205,257,257
438,1,130.56,125.47,158.27,161.28,62.00,49.00,207,207,258,259
439,1,127.17,122.03,158.59,161.87,62.00,49.00,210,210,261,261
440,1,126.34,119.91,159.26,163.45,62.00,49.00,211,212,262,262
441,1,124.24,116.96,160.62,164.41,61.00,49.00,213,213,263,264
442,2,120.49,113.98,161.49,164.89,61.00,49.00,214,214,265,265
443,2,117.75,111.56,161.65,165.17,61.00,48.00,215,215,266,267
444,2,112.69,108.09,161.37,166.08,61.00,48.00,216,216,268,268
445,2,111.66,107.60,160.31,166.26,61.00,48.00,217,217,268,269
446,2,109.41,105.62,159.11,166.07,61.00,48.00,218,218,269,270
447,2,104.99,102.72,158.38,165.55,61.00,48.00,219,219,271,271
448,2,99.18,97.89,157.14,165.20,61.00,48.00,220,219,272,273
449,2,96.00,92.75,156.58,164.37,61.00,48.00,221,220,273,274
450,2,93.79,89.80,155.65,164.40,61.00,47.00,221,221,274,275
451,2,92.37,87.32,155.50,164.06,61.00,47.00,222,221,275,276
452,2,94.74,87.34,155.51,164.55,61.00,47.00,222,221,274,276
453,2,94.10,87.01,155.85,164.78,61.00,47.00,222,221,274,276
454,2,95.82,88.30,156.40,164.90,61.00,47.00,222,221,274,276
455,2,96.44,88.79,156.64,164.96,61.00,47.00,222,221,274,276
456,2,97.32,89.60,156.85,165.06,61.00,47.00,222,221,274,275
457,2,97.49,90.67,157.77,164.92,61.00,47.00,221,221,274,275
458,2,98.07,91.57,158.47,164.97,61.00,47.00,221,221,274,275
459,2,98.54,93.12,158.84,164.82,61.00,47.00,220,221,273,275
460,2,100.91,97.83,159.38,164.62,61.00,47.00,218,219,273,273
461,2,106.24,103.50,159.48,164.58,61.00,47.00,217,218,271,271
462,2,107.85,105.66,159.55,164.21,61.00,48.00,215,217,270,270
463,2,116.07,112.66,159.59,164.13,61.00,49.00,213,215,267,267
464,2,121.23,118.19,159.29,163.69,61.00,49.00,211,213,264,265
465,1,124.94,123.24,158.22,162.93,61.00,49.00,208,210,262,262
466,1,129.24,127.92,157.89,162.19,61.00,49.00,205,206,259,260
467,1,134.93,133.03,158.01,161.89,61.00,49.00,201,203,255,256
468,1,138.06,136.98,160.10,162.59,61.00,49.00,198,200,252,253
469,1,141.97,140.26,160.85,163.16,61.00,48.00,195,196,249,250
470,1,145.87,143.91,161.42,162.98,61.00,48.00,191,192,246,247
471,1,148.31,146.30,160.30,161.70,62.00,47.00,187,188,243,243
472,1,151.09,148.61,159.10,161.16,62.00,46.00,183,184,239,240
473,1,152.53,150.82,158.87,161.05,62.00,46.00,179,181,237,238
474,1,155.27,152.88,158.25,160.54,62.00,47.00,175,178,235,235
475,1,157.28,154.73,157.84,160.12,62.00,47.00,171,175,232,233
476,1,159.48,156.59,157.54,160.05,62.00,47.00,167,170,229,229
477,1,161.25,157.72,156.93,160.36,62.00,47.00,164,165,227,227
478,0,163.26,159.85,156.13,160.16,62.00,47.00,161,162,224,224
479,0,165.72,162.26,154.96,160.00,62.00,47.00,158,158,222,222
480,0,167.88,164.29,154.23,159.44,62.00,47.00,154,156,220,221
481,0,170.08,166.73,154.51,158.62,62.00,47.00,151,155,218,219
482,0,171.76,168.15,155.62,158.24,62.00,47.00,148,152,217,217
483,0,172.76,169.91,155.49,157.86,62.00,47.00,148,150,216,216
484,0,173.66,171.96,155.42,157.31,61.00,48.00,147,149,216,216
485,0,174.76,173.01,155.08,157.21,61.00,48.00,145,147,215,215
486,0,175.77,174.15,154.94,157.10,61.00,48.00,145,147,215,215
487,0,176.64,175.28,155.00,157.08,61.00,47.00,145,146,214,214
488,0,177.21,175.64,155.15,157.10,61.00,47.00,145,147,214,214
489,0,177.54,175.83,155.23,156.98,61.00,47.00,145,146,215,215
490,0,177.85,176.06,155.35,156.64,61.00,47.00,145,146,215,215
491,0,177.84,176.18,155.51,156.44,61.00,47.00,145,145,215,215
492,0,177.91,176.35,155.60,156.26,61.00,47.00,145,146,215,215
493,0,177.84,176.44,155.68,156.08,61.00,47.00,145,146,215,215
494,0,177.78,176.49,155.82,156.01,61.00,47.00,145,146,215,215
495,0,177.74,176.50,155.91,155.97,61.00,47.00,145,145,215,215
496,0,177.74,176.51,155.98,155.97,61.00,47.00,145,145,215,215
497,0,177.75,176.57,156.01,155.93,61.00,47.00,145,145,215,215
498,0,177.74,176.64,156.04,155.93,61.00,47.00,145,145,215,215
499,0,177.74,176.69,156.07,155.96,61.00,47.00,145,145,215,215
500,0,177.73,176.74,156.08,155.97,61.00,46.00,145,145,215,215
501,0,177.73,176.83,156.22,156.03,61.00,46.00,145,145,215,215
502,0,177.76,176.86,156.35,156.11,61.00,46.00,145,145,215,215
503,0,177.79,176.88,156.55,156.19,61.00,46.00,145,145,215,215
504,0,177.82,176.89,156.67,156.28,61.00,46.00,145,145,215,215
505,0,177.84,176.90,156.80,156.33,61.00,46.00,145,145,215,215
506,0,177.71,176.90,156.88,156.38,61.00,46.00,145,145,215,215
507,0,177.53,176.89,156.97,156.41,61.00,47.00,145,145,215,215
508,0,177.31,176.88,157.10,156.46,61.00,47.00,145,146,215,215
509,0,177.17,176.82,157.19,156.54,61.00,47.00,145,146,215,215
510,0,176.95,176.70,157.24,156.61,61.00,47.00,145,146,215,215
511,0,176.27,176.51,157.45,156.71,61.00,47.00,145,146,215,215
512,0,175.68,176.13,157.69,157.09,61.00,47.00,145,146,215,215
513,0,174.94,175.60,157.91,157.42,61.00,47.00,146,146,215,215
514,0,174.40,174.86,158.03,157.91,61.00,47.00,146,147,216,216
515,0,173.47,174.02,157.92,158.53,61.00,47.00,147,148,216,217
516,0,172.45,173.11,158.13,158.99,61.00,47.00,148,149,217,217
517,0,170.76,171.94,158.37,159.27,61.00,48.00,149,150,218,219
518,0,169.36,170.76,158.69,159.13,61.00,48.00,150,153,219,221
519,0,166.96,168.66,159.12,160.29,61.00,48.00,153,156,221,223
520,0,164.57,166.93,159.19,160.88,61.00,48.00,156,158,223,225
521,1,162.23,165.49,159.26,161.10,61.00,47.00,159,161,225,226
522,1,160.79,162.84,159.16,161.70,61.00,47.00,161,163,227,227
523,1,158.27,160.99,159.27,162.31,61.00,47.00,164,166,228,229
524,1,157.17,159.21,158.83,162.37,62.00,47.00,166,168,231,231
525,1,155.19,156.52,158.95,162.85,62.00,47.00,171,172,233,233
526,1,154.56,155.69,158.63,162.12,62.00,47.00,173,175,235,234
527,1,153.08,153.63,158.71,162.41,62.00,48.00,176,177,237,237
528,1,152.79,152.58,157.90,162.62,62.00,47.00,179,179,238,238
529,1,151.07,150.57,157.70,162.98,62.00,46.00,182,182,241,241
530,1,149.51,148.95,157.86,163.13,62.00,46.00,187,186,243,243
531,1,146.55,146.22,158.20,163.99,62.00,48.00,190,190,245,245
532,1,144.63,144.12,158.05,163.73,63.00,47.00,193,192,247,247
533,1,142.14,141.77,158.31,163.56,63.00,48.00,196,195,249,249
534,1,139.96,140.02,158.46,162.70,62.00,48.00,199,197,251,251
535,1,137.82,137.73,158.29,161.10,62.00,48.00,201,201,253,253
536,1,134.91,134.75,157.83,159.86,62.00,48.00,203,203,255,255
537,1,130.26,129.84,157.49,159.55,62.00,48.00,206,205,258,258
538,1,127.49,127.06,157.72,159.16,62.00,48.00,208,208,259,260
539,1,126.33,124.78,158.31,159.68,62.00,48.00,210,210,261,261
540,1,125.41,122.38,158.88,161.23,61.00,48.00,212,212,262,263
541,1,122.97,119.43,159.35,162.39,61.00,48.00,213,213,263,264
542,2,119.25,115.35,159.85,163.07,61.00,48.00,213,215,265,266
543,2,116.83,112.45,160.68,162.73,61.00,48.00,215,216,267,268
544,2,109.44,108.07,160.93,163.48,61.00,48.00,217,218,269,270
545,2,108.02,106.59,160.18,164.36,61.00,47.00,217,218,270,271
546,2,104.88,104.55,159.39,164.53,61.00,47.00,219,219,271,272
547,2,100.03,99.05,158.17,163.99,61.00,47.00,220,221,272,273
548,2,96.57,95.67,157.99,163.75,61.00,47.00,221,222,273,275
549,2,95.20,92.68,157.07,163.70,61.00,47.00,222,222,274,275
550,2,93.45,90.76,156.60,163.40,61.00,47.00,223,222,275,276
551,2,90.99,87.41,156.01,163.34,61.00,47.00,223,223,276,277
552,2,93.16,88.53,156.28,163.72,61.00,47.00,223,223,275,277
553,2,94.84,89.06,156.58,163.80,61.00,47.00,224,223,275,277
554,2,95.35,89.45,156.63,163.88,61.00,47.00,224,223,275,277
555,2,95.55,89.74,156.65,164.02,61.00,47.00,223,223,275,277
556,2,96.77,91.16,156.74,164.12,61.00,47.00,223,223,275,277
557,2,97.42,92.31,156.88,164.22,61.00,47.00,223,223,275,276
558,2,97.56,92.90,157.09,164.36,61.00,47.00,222,223,275,276
559,2,98.49,95.55,157.16,164.34,61.00,47.00,221,222,274,275
560,2,102.12,100.88,157.09,164.43,61.00,47.00,219,221,273,274
561,2,106.10,105.42,157.06,164.71,61.00,48.00,218,219,272,272
562,2,111.04,110.85,157.09,165.09,61.00,48.00,215,217,269,270
563,2,115.65,115.83,156.98,165.04,61.00,48.00,213,215,267,268
564,1,120.50,120.17,156.73,165.01,61.00,49.00,211,213,265,265
565,1,127.52,125.40,155.50,163.67,61.00,49.00,208,209,261,262
566,1,131.48,129.66,154.80,162.48,61.00,49.00,205,205,258,259
567,1,136.32,133.87,156.19,162.68,61.00,48.00,201,202,254,255
568,1,138.40,136.79,159.63,162.69,61.00,48.00,198,199,252,253
569,1,141.37,139.64,160.22,161.87,61.00,48.00,195,196,249,250
570,1,144.34,142.24,159.54,161.75,61.00,47.00,192,192,246,247
571,1,146.99,144.91,157.80,160.37,62.00,47.00,188,189,243,244
572,1,148.55,146.96,157.66,159.26,62.00,45.00,184,185,241,241
573,1,150.69,149.27,157.88,159.06,62.00,46.00,180,182,237,238
574,1,152.80,151.59,157.82,159.69,62.00,46.00,176,179,235,236
575,1,155.12,153.40,157.17,159.30,62.00,47.00,172,175,233,234
576,1,157.50,155.40,156.99,158.92,62.00,47.00,169,171,230,231
577,1,159.08,156.77,156.80,158.71,62.00,47.00,166,168,228,228
578,1,160.95,158.01,156.10,158.57,62.00,47.00,163,164,225,226
579,0,162.91,159.65,155.09,159.69,62.00,47.00,160,162,224,224
580,0,165.55,161.64,153.92,159.63,62.00,47.00,157,159,222,222
581,0,167.96,163.85,153.97,158.94,62.00,46.00,153,155,220,221
582,0,170.24,166.35,154.07,158.18,62.00,46.00,150,152,219,219
583,0,171.54,168.20,154.03,157.74,62.00,46.00,148,150,217,218
584,0,172.66,169.85,153.94,157.82,62.00,46.00,146,148,217,217
585,0,173.45,171.36,154.14,157.99,61.00,46.00,145,147,216,216
586,0,174.57,172.54,154.37,158.04,61.00,46.00,145,146,215,216
587,0,175.54,173.77,154.59,158.10,61.00,46.00,144,145,215,215
588,0,175.89,174.46,155.00,158.46,61.00,46.00,144,145,215,215
589,0,176.03,174.64,155.32,158.94,61.00,46.00,145,145,215,215
590,0,176.17,174.72,155.71,159.26,61.00,46.00,145,145,215,215
591,0,176.24,174.79,156.16,159.49,61.00,46.00,145,145,215,215
592,0,176.27,174.95,156.36,159.45,61.00,46.00,145,145,215,215
593,0,176.34,175.06,156.39,159.41,61.00,46.00,145,145,215,215
594,0,176.35,175.08,156.43,159.55,61.00,46.00,145,146,215,215
595,0,176.34,175.05,156.59,159.70,61.00,46.00,145,146,215,215
596,0,176.30,175.01,156.69,159.83,61.00,46.00,145,146,215,215
597,0,176.29,174.98,156.75,159.89,61.00,46.00,145,146,215,215
598,0,176.29,174.92,156.69,159.95,61.00,47.00,145,146,215,215
599,0,176.22,174.86,156.69,160.04,61.00,47.00,145,146,215,215
600,0,176.06,174.81,156.76,160.15,61.00,47.00,145,146,215,215
601,0,175.70,174.69,156.91,160.32,61.00,47.00,145,146,215,215
602,0,175.37,174.53,156.96,160.51,61.00,48.00,145,146,215,215
603,0,174.89,174.03,156.89,160.84,61.00,48.00,146,147,215,216
604,0,174.41,173.21,156.89,161.33,61.00,48.00,147,148,216,216
605,0,173.76,172.23,157.08,161.61,61.00,48.00,147,149,216,217
606,0,172.11,171.02,157.64,161.72,61.00,48.00,149,151,217,218
607,0,169.82,168.78,158.56,161.99,61.00,47.00,151,153,219,220
608,0,167.95,166.97,159.05,161.91,61.00,48.00,154,155,221,223
609,0,166.64,165.81,158.90,161.48,61.00,47.00,156,158,222,224
610,1,164.75,164.15,159.52,161.04,61.00,47.00,159,160,224,225
611,1,162.99,162.73,159.93,160.63,61.00,47.00,161,163,225,226
612,1,161.27,161.78,159.64,160.75,61.00,47.00,164,165,227,228
613,1,159.10,159.97,160.04,160.45,61.00,47.00,167,168,229,230
614,1,157.38,158.34,160.09,159.43,62.00,46.00,170,173,231,232
615,1,155.46,156.28,159.62,159.49,62.00,47.00,173,176,233,234
616,1,154.24,154.84,159.25,159.40,62.00,47.00,176,179,235,236
617,1,153.18,152.67,159.20,159.88,62.00,47.00,180,182,237,238
618,1,151.48,150.75,159.25,159.88,62.00,47.00,183,184,239,240
619,1,150.15,148.77,158.98,160.65,62.00,48.00,186,187,242,242
620,1,149.02,146.98,158.86,161.81,62.00,47.00,190,190,243,243
621,1,146.39,142.64,159.07,162.65,62.00,48.00,193,193,246,246
622,1,144.19,140.30,159.10,162.70,62.00,48.00,196,196,248,248
623,1,141.72,138.40,159.13,162.50,62.00,48.00,198,198,250,250
624,1,139.50,136.29,159.37,162.42,62.00,48.00,200,200,252,252
625,1,138.55,133.66,159.74,162.86,62.00,48.00,202,202,253,253
626,1,135.54,129.93,159.63,162.67,62.00,48.00,204,205,255,256
627,1,133.28,126.36,158.64,162.62,62.00,48.00,206,207,257,258
628,1,129.40,123.03,157.91,162.64,62.00,48.00,209,209,259,260
629,1,127.08,120.12,157.92,162.79,61.00,48.00,211,212,261,262
630,1,126.00,117.95,158.26,163.77,61.00,48.00,212,213,263,263
631,1,124.45,115.94,158.95,163.82,61.00,48.00,214,215,264,265
632,2,121.01,112.57,159.79,163.99,61.00,48.00,215,216,266,267
633,2,119.46,110.62,161.05,164.13,61.00,48.00,216,218,266,268
634,2,114.78,107.77,161.31,164.27,61.00,48.00,217,219,268,269
635,2,111.52,104.86,161.52,164.77,61.00,48.00,219,220,269,270
636,2,108.19,101.60,161.26,164.25,61.00,48.00,220,221,270,271
637,2,104.78,97.50,160.41,164.00,61.00,48.00,221,221,271,272
638,2,99.67,93.61,159.42,163.92,61.00,48.00,222,222,273,273
639,2,97.70,90.75,158.74,163.46,61.00,48.00,222,222,273,274
640,2,96.73,88.76,158.32,163.45,61.00,48.00,221,222,273,275
641,2,93.92,86.69,157.71,163.17,61.00,48.00,222,222,274,275
642,2,92.91,85.47,157.66,162.96,61.00,47.00,222,222,275,276
643,2,95.15,87.69,157.50,163.00,61.00,47.00,222,222,274,275
644,2,96.17,88.59,157.29,163.20,61.00,47.00,221,222,274,275
645,2,97.83,90.11,157.26,163.34,61.00,47.00,221,221,274,275
646,2,98.35,90.62,157.30,163.35,61.00,47.00,221,221,274,275
647,2,98.92,91.61,157.32,163.37,61.00,47.00,221,221,274,275
648,2,100.08,94.64,157.33,163.38,61.00,47.00,220,220,273,274
649,2,103.76,99.62,157.29,163.46,61.00,48.00,218,219,272,272
650,2,109.56,106.46,157.53,163.33,61.00,48.00,216,218,270,270
651,2,114.02,111.77,157.30,163.24,61.00,49.00,214,216,268,268
652,2,118.13,116.03,157.21,163.20,61.00,49.00,212,213,266,266
653,1,123.65,120.46,157.16,162.71,61.00,49.00,210,211,263,263
654,1,129.83,125.91,157.36,162.54,61.00,49.00,206,208,259,260
655,1,135.28,131.48,158.36,162.28,61.00,49.00,202,204,255,257
656,1,138.73,134.87,160.79,163.38,61.00,49.00,199,200,253,254
657,1,141.74,137.82,161.50,163.34,61.00,48.00,196,197,250,251
658,1,145.05,141.30,160.99,162.89,62.00,48.00,193,194,247,248
659,1,147.90,144.27,159.90,162.04,62.00,48.00,189,190,244,244
660,1,150.66,147.40,159.47,161.29,62.00,48.00,185,186,240,241
661,1,152.86,149.90,159.39,160.67,62.00,47.00,181,182,238,238
662,1,154.48,151.97,159.39,160.41,62.00,47.00,177,180,235,236
663,1,156.10,153.48,158.91,160.24,62.00,46.00,173,176,233,234
664,1,158.71,155.75,158.13,159.98,62.00,46.00,170,172,230,231
665,1,160.72,157.17,157.57,160.00,62.00,47.00,166,168,228,228
666,1,162.53,158.69,157.00,160.32,62.00,47.00,163,164,226,226
667,0,163.94,160.94,156.20,159.99,62.00,47.00,160,162,224,224
668,0,166.35,162.13,156.07,159.83,62.00,47.00,157,158,221,222
669,0,168.38,164.75,156.23,158.86,62.00,47.00,152,155,219,220
670,0,170.66,167.46,156.64,157.75,62.00,46.00,150,152,218,218
671,0,172.07,169.86,156.57,156.90,62.00,46.00,148,150,217,217
672,0,173.14,171.31,156.21,157.03,61.00,46.00,146,148,216,216
673,0,174.03,172.24,156.03,157.17,61.00,45.00,145,147,215,216
674,0,174.78,173.13,156.01,157.45,61.00,46.00,144,146,215,215
675,0,175.53,174.14,155.87,157.59,61.00,46.00,144,146,215,215
676,0,176.05,175.30,155.93,157.86,61.00,46.00,144,146,214,214
677,0,176.49,175.79,156.17,158.09,61.00,46.00,144,146,214,214
678,0,176.73,175.97,156.54,158.42,61.00,46.00,144,146,214,215
679,0,176.75,176.15,156.79,158.56,61.00,46.00,144,146,215,215
680,0,176.78,176.24,156.99,158.72,61.00,46.00,144,146,215,215
681,0,176.66,176.20,157.15,158.85,61.00,46.00,144,146,215,215
682,0,176.57,176.18,157.31,159.00,61.00,47.00,144,146,215,215
683,0,176.48,176.12,157.42,159.16,61.00,47.00,144,146,215,215
684,0,176.41,176.04,157.51,159.20,61.00,47.00,145,146,215,215
685,0,176.37,175.96,157.56,159.12,61.00,47.00,145,146,215,215
686,0,176.32,175.91,157.55,159.07,61.00,47.00,145,147,215,215
687,0,175.90,175.75,157.68,159.14,61.00,47.00,145,147,215,215
688,0,175.34,175.42,157.85,159.29,61.00,47.00,145,147,215,215
689,0,174.66,174.70,157.78,159.50,61.00,48.00,145,147,215,215
690,0,174.00,173.73,157.84,159.73,61.00,48.00,147,148,216,216
691,0,173.25,172.79,157.92,159.95,61.00,48.00,147,149,216,217
692,0,171.85,171.60,158.33,160.19,61.00,48.00,148,151,218,219
693,0,170.18,169.42,158.75,160.52,61.00,48.00,150,153,219,221
694,0,168.63,167.72,159.29,160.67,61.00,48.00,152,155,221,223
695,0,166.44,166.42,159.81,160.95,61.00,47.00,155,157,222,224
696,1,163.63,164.49,159.86,161.37,61.00,47.00,157,159,224,225
697,1,162.31,163.10,159.86,161.61,61.00,47.00,160,161,225,226
698,1,161.15,161.60,160.02,161.69,61.00,47.00,162,163,226,227
699,1,159.40,160.33,160.31,161.56,61.00,47.00,166,166,228,229
700,1,157.61,158.06,160.53,161.13,62.00,48.00,168,170,231,231
701,1,156.09,156.62,160.79,161.26,62.00,48.00,171,173,233,233
702,1,154.74,155.14,160.80,161.63,62.00,47.00,174,175,235,235
703,1,153.12,152.73,160.96,161.98,62.00,47.00,178,179,237,237
704,1,152.38,150.95,160.19,162.45,62.00,47.00,181,181,239,239
705,1,150.97,149.76,159.73,163.60,62.00,47.00,183,184,241,241
706,1,148.97,147.71,159.77,164.35,62.00,48.00,188,187,243,244
707,1,146.48,145.64,159.85,165.42,62.00,48.00,190,191,245,246
708,1,144.46,142.68,159.57,165.55,62.00,48.00,194,194,247,248
709,1,142.82,140.28,159.81,165.56,62.00,48.00,196,196,249,250
710,1,139.56,137.88,159.98,165.26,62.00,48.00,199,199,251,252
711,1,137.85,135.96,159.81,164.41,62.00,48.00,201,201,253,253
712,1,135.60,132.78,159.42,163.04,62.00,48.00,203,203,255,255
713,1,131.64,128.93,158.56,162.81,62.00,48.00,206,205,258,258
714,1,130.08,125.92,158.55,162.60,62.00,48.00,208,208,259,259
715,1,127.27,122.07,158.64,162.83,62.00,48.00,210,210,261,261
716,1,125.43,118.19,158.67,163.79,62.00,48.00,212,212,263,263
717,2,123.03,114.87,159.48,164.29,61.00,49.00,214,214,264,265
718,2,118.67,109.62,160.46,164.65,61.00,49.00,215,216,266,267
719,2,114.03,105.59,161.38,164.86,61.00,49.00,217,217,268,269
720,2,109.59,100.74,161.82,165.30,61.00,49.00,218,219,269,270
721,2,105.17,96.73,161.46,164.86,61.00,49.00,219,220,271,272
722,2,99.52,90.79,160.75,165.03,61.00,49.00,221,221,272,273
723,2,96.44,86.69,160.43,164.96,61.00,49.00,222,221,274,275
724,2,92.90,83.21,159.85,164.75,61.00,49.00,223,222,275,276
725,2,90.52,81.32,159.27,163.79,61.00,49.00,225,222,276,277
726,2,87.40,78.85,159.26,164.13,61.00,48.00,224,223,277,278
727,2,87.16,78.50,159.43,164.62,61.00,48.00,225,223,277,278
728,2,86.63,80.15,159.52,165.04,61.00,48.00,225,223,277,278
729,2,86.76,81.31,160.08,165.51,61.00,48.00,225,223,277,278
730,2,87.68,82.27,160.24,166.00,61.00,48.00,224,224,277,278
731,2,88.84,83.21,160.33,166.34,61.00,48.00,224,223,276,278
732,2,89.30,83.84,160.39,166.29,61.00,48.00,224,223,276,277
733,2,90.28,84.73,160.19,166.26,61.00,48.00,223,223,276,277
734,2,91.26,86.48,160.03,166.20,61.00,48.00,222,223,276,277
735,2,94.15,89.72,160.04,166.15,61.00,48.00,221,222,275,276
736,2,98.78,96.54,160.24,165.97,61.00,48.00,220,220,273,274
737,2,103.87,102.87,160.15,165.82,61.00,48.00,217,218,271,272
738,2,113.07,110.38,160.38,165.82,61.00,48.00,215,216,268,269
739,2,118.88,115.96,160.00,165.12,61.00,49.00,212,214,265,266
740,1,124.92,121.74,158.98,163.69,61.00,49.00,210,211,262,263
741,1,129.88,126.58,158.56,163.11,61.00,49.00,206,207,259,260
742,1,135.54,131.77,159.20,162.20,61.00,49.00,203,204,256,257
743,1,138.45,135.07,161.08,163.78,61.00,49.00,200,201,253,254
744,1,140.80,137.84,161.52,163.11,61.00,48.00,197,198,251,252
745,1,144.00,140.73,161.77,163.07,62.00,48.00,194,194,248,249
746,1,146.28,143.00,160.79,162.75,62.00,47.00,190,191,245,246
747,1,148.17,145.22,158.94,161.17,62.00,47.00,187,189,243,243
748,1,151.17,148.23,158.23,160.42,62.00,46.00,183,185,240,240
749,1,153.07,150.52,158.35,160.25,62.00,46.00,179,182,237,238
750,1,155.61,152.15,157.89,160.42,62.00,46.00,175,178,235,235
751,1,157.20,153.56,157.23,160.05,62.00,46.00,172,175,232,233
752,1,158.58,155.60,157.26,159.48,62.00,46.00,168,171,230,230
753,1,160.26,156.77,156.84,159.41,62.00,46.00,165,168,227,228
754,1,161.95,158.10,156.65,159.56,62.00,46.00,163,164,225,226
755,0,163.72,159.98,155.90,159.42,62.00,46.00,160,161,223,224
756,0,166.67,161.83,155.10,159.12,62.00,46.00,156,158,221,222
757,0,168.41,164.37,155.44,158.62,62.00,46.00,153,156,219,220
758,0,170.60,166.68,156.73,158.12,62.00,45.00,149,153,218,218
759,0,172.04,168.47,156.61,157.82,62.00,45.00,147,150,217,217
760,0,173.17,170.12,156.37,157.26,61.00,46.00,146,148,216,216
761,0,174.67,172.22,156.20,156.53,61.00,46.00,145,147,215,215
762,0,175.21,172.99,156.10,156.35,61.00,46.00,145,146,215,215
763,0,175.97,173.42,155.82,156.33,61.00,47.00,145,146,214,215
